,_id,order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,geometria,producto,cantidad,opiniones
184,6207981ff1ffd716fe69d9b0,ORD405547,ID3213448169,2019-05-05,Thompson,"('iAssist Line', 1)",4685,65.27,-37.8080577,144.9609388,25,3579.02,Autumn,False,1.3236,"five stars great phone, works very well. i am in love.",True,"{'type': 'Point', 'coordinates': [144.9609388, -37.8080577]}",iAssist Line,1,Good
185,6207981ff1ffd716fe69db4b,ORD276878,ID1492149374,2019-04-07,Thompson,"('Thunder line', 1)",12765,62.55,-37.8131796,144.9515325,10,11551.05,Autumn,True,0.3966,this was one of the worst purchases i have ever made this was one of the worst purchases i have ever made!!!!! we haven't even had the phone a month and it quit working. i will never buy a xp again!,False,"{'type': 'Point', 'coordinates': [144.9515325, -37.8131796]}",Thunder line,1,Neutral
185,6207981ff1ffd716fe69db4b,ORD276878,ID1492149374,2019-04-07,Thompson,"('Lucent 330S', 2)",12765,62.55,-37.8131796,144.9515325,10,11551.05,Autumn,True,0.3966,this was one of the worst purchases i have ever made this was one of the worst purchases i have ever made!!!!! we haven't even had the phone a month and it quit working. i will never buy a xp again!,False,"{'type': 'Point', 'coordinates': [144.9515325, -37.8131796]}",Lucent 330S,2,Neutral
185,6207981ff1ffd716fe69db4b,ORD276878,ID1492149374,2019-04-07,Thompson,"('Olivia x460', 1)",12765,62.55,-37.8131796,144.9515325,10,11551.05,Autumn,True,0.3966,this was one of the worst purchases i have ever made this was one of the worst purchases i have ever made!!!!! we haven't even had the phone a month and it quit working. i will never buy a xp again!,False,"{'type': 'Point', 'coordinates': [144.9515325, -37.8131796]}",Olivia x460,1,Neutral
185,6207981ff1ffd716fe69db4b,ORD276878,ID1492149374,2019-04-07,Thompson,"('Universe Note', 2)",12765,62.55,-37.8131796,144.9515325,10,11551.05,Autumn,True,0.3966,this was one of the worst purchases i have ever made this was one of the worst purchases i have ever made!!!!! we haven't even had the phone a month and it quit working. i will never buy a xp again!,False,"{'type': 'Point', 'coordinates': [144.9515325, -37.8131796]}",Universe Note,2,Neutral
186,6207981ff1ffd716fe69d9d0,ORD141734,ID2325395490,2019-06-10,Thompson,"('iStream', 1)",14010,80.66,-37.808393,144.9593275,5,13390.16,Winter,True,1.1787,"great value budget phone great product came with accessories, fast and crisp screen. i love the lucent g6",True,"{'type': 'Point', 'coordinates': [144.9593275, -37.808393]}",iStream,1,Good
186,6207981ff1ffd716fe69d9d0,ORD141734,ID2325395490,2019-06-10,Thompson,"('Alcon 10', 1)",14010,80.66,-37.808393,144.9593275,5,13390.16,Winter,True,1.1787,"great value budget phone great product came with accessories, fast and crisp screen. i love the lucent g6",True,"{'type': 'Point', 'coordinates': [144.9593275, -37.808393]}",Alcon 10,1,Good
186,6207981ff1ffd716fe69d9d0,ORD141734,ID2325395490,2019-06-10,Thompson,"('Olivia x460', 2)",14010,80.66,-37.808393,144.9593275,5,13390.16,Winter,True,1.1787,"great value budget phone great product came with accessories, fast and crisp screen. i love the lucent g6",True,"{'type': 'Point', 'coordinates': [144.9593275, -37.808393]}",Olivia x460,2,Good
186,6207981ff1ffd716fe69d9d0,ORD141734,ID2325395490,2019-06-10,Thompson,"('Lucent 330S', 2)",14010,80.66,-37.808393,144.9593275,5,13390.16,Winter,True,1.1787,"great value budget phone great product came with accessories, fast and crisp screen. i love the lucent g6",True,"{'type': 'Point', 'coordinates': [144.9593275, -37.808393]}",Lucent 330S,2,Good
187,6207981ff1ffd716fe69d9d2,ORD235478,ID4996764096,2019-02-14,Thompson,"('Toshika 750', 2)",23440,55.54,-37.8113504,144.9534781,0,23495.54,Summer,False,0.5826,"quality the back of the phone was broken with the backplate not even fitting on properly. the phone itself had gunk in all of the nooks and crannies, disgusting, would like a refund/replacement to change my rating",False,"{'type': 'Point', 'coordinates': [144.9534781, -37.8113504]}",Toshika 750,2,Neutral
187,6207981ff1ffd716fe69d9d2,ORD235478,ID4996764096,2019-02-14,Thompson,"('pearTV', 2)",23440,55.54,-37.8113504,144.9534781,0,23495.54,Summer,False,0.5826,"quality the back of the phone was broken with the backplate not even fitting on properly. the phone itself had gunk in all of the nooks and crannies, disgusting, would like a refund/replacement to change my rating",False,"{'type': 'Point', 'coordinates': [144.9534781, -37.8113504]}",pearTV,2,Neutral
187,6207981ff1ffd716fe69d9d2,ORD235478,ID4996764096,2019-02-14,Thompson,"('Thunder line', 1)",23440,55.54,-37.8113504,144.9534781,0,23495.54,Summer,False,0.5826,"quality the back of the phone was broken with the backplate not even fitting on properly. the phone itself had gunk in all of the nooks and crannies, disgusting, would like a refund/replacement to change my rating",False,"{'type': 'Point', 'coordinates': [144.9534781, -37.8113504]}",Thunder line,1,Neutral
188,6207981ff1ffd716fe69da96,ORD330289,ID5290706362,2019-08-16,Nickolson,"('Olivia x460', 2)",9350,65.5,-37.8082928,144.9766195,10,8480.5,Winter,True,1.3044,"without unlock can not use my own sim actually i wanted to use my own sim, which not possible in this mobile .",False,"{'type': 'Point', 'coordinates': [144.9766195, -37.8082928]}",Olivia x460,2,Neutral
188,6207981ff1ffd716fe69da96,ORD330289,ID5290706362,2019-08-16,Nickolson,"('Universe Note', 2)",9350,65.5,-37.8082928,144.9766195,10,8480.5,Winter,True,1.3044,"without unlock can not use my own sim actually i wanted to use my own sim, which not possible in this mobile .",False,"{'type': 'Point', 'coordinates': [144.9766195, -37.8082928]}",Universe Note,2,Neutral
189,6207981ff1ffd716fe69dabd,ORD190038,ID3144850933,2019-09-12,Bakers,"('Universe Note', 2)",11520,101.84,-37.8155823,144.9867456,0,11621.84,Spring,True,0.5136,"different...not better, but different. bought this to replace my old olivia. it works fine, except for out in the country. apparently, the frequencies used are different. but it works well.",True,"{'type': 'Point', 'coordinates': [144.9867456, -37.8155823]}",Universe Note,2,Neutral
189,6207981ff1ffd716fe69dabd,ORD190038,ID3144850933,2019-09-12,Bakers,"('Toshika 750', 1)",11520,101.84,-37.8155823,144.9867456,0,11621.84,Spring,True,0.5136,"different...not better, but different. bought this to replace my old olivia. it works fine, except for out in the country. apparently, the frequencies used are different. but it works well.",True,"{'type': 'Point', 'coordinates': [144.9867456, -37.8155823]}",Toshika 750,1,Neutral
189,6207981ff1ffd716fe69dabd,ORD190038,ID3144850933,2019-09-12,Bakers,"('iStream', 2)",11520,101.84,-37.8155823,144.9867456,0,11621.84,Spring,True,0.5136,"different...not better, but different. bought this to replace my old olivia. it works fine, except for out in the country. apparently, the frequencies used are different. but it works well.",True,"{'type': 'Point', 'coordinates': [144.9867456, -37.8155823]}",iStream,2,Neutral
190,6207981ff1ffd716fe69daae,ORD161955,ID0036825302,2019-11-03,Thompson,"('Lucent 330S', 1)",2455,65.85,-37.8253564,144.9462415,15,2152.6,Spring,False,1.4137,this is a locked phone total fraud,False,"{'type': 'Point', 'coordinates': [144.9462415, -37.8253564]}",Lucent 330S,1,Neutral
190,6207981ff1ffd716fe69daae,ORD161955,ID0036825302,2019-11-03,Thompson,"('Olivia x460', 1)",2455,65.85,-37.8253564,144.9462415,15,2152.6,Spring,False,1.4137,this is a locked phone total fraud,False,"{'type': 'Point', 'coordinates': [144.9462415, -37.8253564]}",Olivia x460,1,Neutral
191,6207981ff1ffd716fe69d9a0,ORD344472,ID5002592919,2019-12-21,Thompson,"('Lucent 330S', 2)",9865,52.2,-37.8122134,144.9519126,15,8437.45,Summer,False,0.429,does not respond to actions performed. this phone has no response to your actions most of the time. you constantly have to redo every touch you make. returning...,False,"{'type': 'Point', 'coordinates': [144.9519126, -37.8122134]}",Lucent 330S,2,Poor
191,6207981ff1ffd716fe69d9a0,ORD344472,ID5002592919,2019-12-21,Thompson,"('Candle Inferno', 2)",9865,52.2,-37.8122134,144.9519126,15,8437.45,Summer,False,0.429,does not respond to actions performed. this phone has no response to your actions most of the time. you constantly have to redo every touch you make. returning...,False,"{'type': 'Point', 'coordinates': [144.9519126, -37.8122134]}",Candle Inferno,2,Poor
191,6207981ff1ffd716fe69d9a0,ORD344472,ID5002592919,2019-12-21,Thompson,"('Toshika 750', 1)",9865,52.2,-37.8122134,144.9519126,15,8437.45,Summer,False,0.429,does not respond to actions performed. this phone has no response to your actions most of the time. you constantly have to redo every touch you make. returning...,False,"{'type': 'Point', 'coordinates': [144.9519126, -37.8122134]}",Toshika 750,1,Poor
191,6207981ff1ffd716fe69d9a0,ORD344472,ID5002592919,2019-12-21,Thompson,"('iAssist Line', 1)",9865,52.2,-37.8122134,144.9519126,15,8437.45,Summer,False,0.429,does not respond to actions performed. this phone has no response to your actions most of the time. you constantly have to redo every touch you make. returning...,False,"{'type': 'Point', 'coordinates': [144.9519126, -37.8122134]}",iAssist Line,1,Poor
192,6207981ff1ffd716fe69d9de,ORD222362,ID0767585458,2019-03-24,Nickolson,"('Candle Inferno', 2)",7170,66.4,-37.8069927,144.9729476,0,7236.4,Autumn,False,1.3256,"not nearly as fast as my toshika xperia xz premium... but darn close. i got this used and it arrived looking great, except without the original box, which i really don't care about. side by side speed comparison (using video games), it isn't as fast as my toshika xperia xz premium, but darn close.",True,"{'type': 'Point', 'coordinates': [144.9729476, -37.8069927]}",Candle Inferno,2,Good
192,6207981ff1ffd716fe69d9de,ORD222362,ID0767585458,2019-03-24,Nickolson,"('pearTV', 1)",7170,66.4,-37.8069927,144.9729476,0,7236.4,Autumn,False,1.3256,"not nearly as fast as my toshika xperia xz premium... but darn close. i got this used and it arrived looking great, except without the original box, which i really don't care about. side by side speed comparison (using video games), it isn't as fast as my toshika xperia xz premium, but darn close.",True,"{'type': 'Point', 'coordinates': [144.9729476, -37.8069927]}",pearTV,1,Good
193,6207981ff1ffd716fe69d9e3,ORD189717,ID0844410211,2019-04-13,Thompson,"('IASSIST LINE', 2)",6910,78.46,-37.8190391,144.9467214,5,6642.96,Autumn,True,0.7093,used for employees use these phones to hand out to our employees. best ones we've used yet. not expensive and does the job.,True,"{'type': 'Point', 'coordinates': [144.9467214, -37.8190391]}",IASSIST LINE,2,Good
193,6207981ff1ffd716fe69d9e3,ORD189717,ID0844410211,2019-04-13,Thompson,"('lucent 330s', 2)",6910,78.46,-37.8190391,144.9467214,5,6642.96,Autumn,True,0.7093,used for employees use these phones to hand out to our employees. best ones we've used yet. not expensive and does the job.,True,"{'type': 'Point', 'coordinates': [144.9467214, -37.8190391]}",lucent 330s,2,Good
194,6207981ff1ffd716fe69daba,ORD234851,ID0547586405,2019-06-25,Bakers,"('Lucent 330S', 2)",8770,65.06,-37.8135169,144.9855861,15,7519.56,Winter,False,0.9345,great product live it,True,"{'type': 'Point', 'coordinates': [144.9855861, -37.8135169]}",Lucent 330S,2,Good
194,6207981ff1ffd716fe69daba,ORD234851,ID0547586405,2019-06-25,Bakers,"('pearTV', 1)",8770,65.06,-37.8135169,144.9855861,15,7519.56,Winter,False,0.9345,great product live it,True,"{'type': 'Point', 'coordinates': [144.9855861, -37.8135169]}",pearTV,1,Good
195,6207981ff1ffd716fe69d9c7,ORD016018,ID0579501050,2019-10-01,Thompson,"('pearTV', 2)",19165,71.34,-37.8142701,144.9493838,25,393761.23,Spring,False,0.2703,"awesome phone as a droid fan, i love this phone. very much worth the money.",True,"{'type': 'Point', 'coordinates': [144.9493838, -37.8142701]}",pearTV,2,Neutral
195,6207981ff1ffd716fe69d9c7,ORD016018,ID0579501050,2019-10-01,Thompson,"('Toshika 750', 1)",19165,71.34,-37.8142701,144.9493838,25,393761.23,Spring,False,0.2703,"awesome phone as a droid fan, i love this phone. very much worth the money.",True,"{'type': 'Point', 'coordinates': [144.9493838, -37.8142701]}",Toshika 750,1,Neutral
195,6207981ff1ffd716fe69d9c7,ORD016018,ID0579501050,2019-10-01,Thompson,"('iAssist Line', 1)",19165,71.34,-37.8142701,144.9493838,25,393761.23,Spring,False,0.2703,"awesome phone as a droid fan, i love this phone. very much worth the money.",True,"{'type': 'Point', 'coordinates': [144.9493838, -37.8142701]}",iAssist Line,1,Neutral
196,6207981ff1ffd716fe69da25,ORD497037,ID3161948917,2019-04-28,Thompson,"('Olivia x460', 2)",7910,50.65,-37.8087002,144.9566447,25,5983.15,Autumn,False,0.9512,issues connecting to wifi it will not connect to our wifi. i've been reading in forums and a lot of people are having this problem. i've checked router settings and nothing has worked.,False,"{'type': 'Point', 'coordinates': [144.9566447, -37.8087002]}",Olivia x460,2,Poor
196,6207981ff1ffd716fe69da25,ORD497037,ID3161948917,2019-04-28,Thompson,"('iStream', 1)",7910,50.65,-37.8087002,144.9566447,25,5983.15,Autumn,False,0.9512,issues connecting to wifi it will not connect to our wifi. i've been reading in forums and a lot of people are having this problem. i've checked router settings and nothing has worked.,False,"{'type': 'Point', 'coordinates': [144.9566447, -37.8087002]}",iStream,1,Poor
196,6207981ff1ffd716fe69da25,ORD497037,ID3161948917,2019-04-28,Thompson,"('iAssist Line', 2)",7910,50.65,-37.8087002,144.9566447,25,5983.15,Autumn,False,0.9512,issues connecting to wifi it will not connect to our wifi. i've been reading in forums and a lot of people are having this problem. i've checked router settings and nothing has worked.,False,"{'type': 'Point', 'coordinates': [144.9566447, -37.8087002]}",iAssist Line,2,Poor
196,6207981ff1ffd716fe69da25,ORD497037,ID3161948917,2019-04-28,Thompson,"('Candle Inferno', 2)",7910,50.65,-37.8087002,144.9566447,25,5983.15,Autumn,False,0.9512,issues connecting to wifi it will not connect to our wifi. i've been reading in forums and a lot of people are having this problem. i've checked router settings and nothing has worked.,False,"{'type': 'Point', 'coordinates': [144.9566447, -37.8087002]}",Candle Inferno,2,Poor
197,6207981ff1ffd716fe69db3c,ORD010057,ID2810324704,2019-03-07,Nickolson,"('iAssist Line', 1)",3085,53.47,-37.8071583,144.9749101,0,3138.47,Autumn,False,1.3575,hate it did not hold charge very disappointed don’t buy this ipod,True,"{'type': 'Point', 'coordinates': [144.9749101, -37.8071583]}",iAssist Line,1,Poor
197,6207981ff1ffd716fe69db3c,ORD010057,ID2810324704,2019-03-07,Nickolson,"('Candle Inferno', 2)",3085,53.47,-37.8071583,144.9749101,0,3138.47,Autumn,False,1.3575,hate it did not hold charge very disappointed don’t buy this ipod,True,"{'type': 'Point', 'coordinates': [144.9749101, -37.8071583]}",Candle Inferno,2,Poor
198,6207981ff1ffd716fe69dafc,ORD286712,ID0579501193,2019-11-24,Thompson,"('iAssist Line', 2)",6910,73.73,-37.8141301,144.949235,5,6638.23,Spring,False,0.2502,"lovely i prefer lucentrola for devices i plan on unlocking/rooting and this one has been the best from lucents g series, badass",True,"{'type': 'Point', 'coordinates': [144.949235, -37.8141301]}",iAssist Line,2,Good
198,6207981ff1ffd716fe69dafc,ORD286712,ID0579501193,2019-11-24,Thompson,"('Lucent 330S', 2)",6910,73.73,-37.8141301,144.949235,5,6638.23,Spring,False,0.2502,"lovely i prefer lucentrola for devices i plan on unlocking/rooting and this one has been the best from lucents g series, badass",True,"{'type': 'Point', 'coordinates': [144.949235, -37.8141301]}",Lucent 330S,2,Good
199,6207981ff1ffd716fe69d9e2,ORD075922,ID0758612178,2019-03-06,Thompson,"('Candle Inferno', 2)",6555,64.09,-37.8214382,144.9456191,25,4980.34,Autumn,True,0.984,"did not work with verizon plugged in our sim card and imei unknown. verizon said it won't work. got digico tech support, and they connected me with lucentrola support who ended up hanging up on me. do not buy! i was hoping that it would work but no go.",False,"{'type': 'Point', 'coordinates': [144.9456191, -37.8214382]}",Candle Inferno,2,Neutral
199,6207981ff1ffd716fe69d9e2,ORD075922,ID0758612178,2019-03-06,Thompson,"('iStream', 1)",6555,64.09,-37.8214382,144.9456191,25,4980.34,Autumn,True,0.984,"did not work with verizon plugged in our sim card and imei unknown. verizon said it won't work. got digico tech support, and they connected me with lucentrola support who ended up hanging up on me. do not buy! i was hoping that it would work but no go.",False,"{'type': 'Point', 'coordinates': [144.9456191, -37.8214382]}",iStream,1,Neutral
199,6207981ff1ffd716fe69d9e2,ORD075922,ID0758612178,2019-03-06,Thompson,"('Olivia x460', 1)",6555,64.09,-37.8214382,144.9456191,25,4980.34,Autumn,True,0.984,"did not work with verizon plugged in our sim card and imei unknown. verizon said it won't work. got digico tech support, and they connected me with lucentrola support who ended up hanging up on me. do not buy! i was hoping that it would work but no go.",False,"{'type': 'Point', 'coordinates': [144.9456191, -37.8214382]}",Olivia x460,1,Neutral
199,6207981ff1ffd716fe69d9e2,ORD075922,ID0758612178,2019-03-06,Thompson,"('Toshika 750', 1)",6555,64.09,-37.8214382,144.9456191,25,4980.34,Autumn,True,0.984,"did not work with verizon plugged in our sim card and imei unknown. verizon said it won't work. got digico tech support, and they connected me with lucentrola support who ended up hanging up on me. do not buy! i was hoping that it would work but no go.",False,"{'type': 'Point', 'coordinates': [144.9456191, -37.8214382]}",Toshika 750,1,Neutral
