fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y
"572",APARTAMENTOS CHIPI-CHIPI,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38037",Santa Cruz de La Palma,CALLE JUAN MAYOR 42,Menor de 20 apartamentos,Menor de 50 plazas,-17.7864688,28.681642701,et575m269j,227712.4,3175894.54
"573",APARTAMENTOS LA FUENTE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38037",Santa Cruz de La Palma,"PÉREZ DE BRITO, 49",Menor de 20 apartamentos,Menor de 50 plazas,-17.76264186,28.685657892,et575y1dh6,230052.01,3176285.47
"574",APARTAMENTOS MONTECRISTO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38037",Santa Cruz de La Palma,"MONTECRISTO, 33",Menor de 20 apartamentos,Menor de 50 plazas,-17.76734386,28.684384122,et575ty4wu,229589.09,3176154.92
"575",APARTAMENTOS MORROSOL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38045",Tazacorte,"LOMO BLANCO, 2",Menor de 20 apartamentos,Menor de 50 plazas,-17.93382562,28.640910818,et54zvuvrs,213195.35,3171724.24
"576",APARTAMENTOS EL PARADISO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38024",Los Llanos de Aridane,CAMINO EL CORUJO 11,Menor de 20 apartamentos,Menor de 50 plazas,-17.91442175,28.619517694,et56b650g8,215035.27,3169306.06
"577",APARTAMENTOS ISA TAZACORTE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38045",Tazacorte,"PROGRESO, 10",De 20 a 39 apartamentos,De 50 a 119 plazas,-17.93434911,28.640815135,et54zvusg6,213143.89,3171714.89
"578",HOTEL APART. CASTILLETE,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38037",Santa Cruz de La Palma,"AVENIDA MARITIMA, 75",Menor de 50 habitaciones,De 100 a 349 plazas,-17.75985391,28.687378767,et575y7sj7,230328.96,3176469.93
"579",APARTAMENTOS FINCA LA CRUZ,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38045",Tazacorte,"CALLE FINCA LA CRUZ,16",Menor de 20 apartamentos,Menor de 50 plazas,-17.93124117,28.64620608,et54zyyu5z,213462.53,3172305.09
"580",APARTAMENTOS ATLANTIS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38045",Tazacorte,"MARIANO BENLLIURE, 14",De 20 a 39 apartamentos,De 50 a 119 plazas,-17.93248119,28.642321001,et54zyjvwg,213330.68,3171877.35
"581",APARTAMENTOS CARIBE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38013",Frontera,"PUNTAGRANDE, 1",Menor de 20 apartamentos,Menor de 50 plazas,-17.99074918,27.796595235,esgnns5wch,205315.53,3078259.22
"582",APARTAMENTOS FRONTERA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38013",Frontera,"CARRETERA GRAL. TIGADAY, 19",De 20 a 39 apartamentos,De 50 a 119 plazas,-18.01555775,27.752286886,esgjyh1kz1,202749.23,3073407.08
"583",BUNGALOWS LOS ROQUES DEL SALMOR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38013",Frontera,"CARRETERA GRAL. LAS PUNTAS, S/N",Menor de 20 apartamentos,Menor de 50 plazas,-17.99077398,27.796982041,esgnns790t,205314.13,3078302.16
"584",APARTAMENTOS EL VALLE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38013",Frontera,"CARRETERA GRAL. TIGADAY, 15",Menor de 20 apartamentos,Menor de 50 plazas,-18.0154305,27.752238878,esgjyh1sd0,202761.65,3073401.45
"585",APARTAMENTOS BOOMERANG I,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38048",Valverde,"CALLE EL CANTIL, 2",Menor de 20 apartamentos,Menor de 50 plazas,-17.89408447,27.824739717,esgq2c3fve,214918.37,3081150.69
"586",APARTAMENTOS BOOMERANG II,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38048",Valverde,"CALLE TABAIBA, 6",Menor de 20 apartamentos,Menor de 50 plazas,-17.89609513,27.825120063,esgq2c2mnf,214721.21,3081197.53
"587",APARTAMENTOS LA MARINA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38901",El Pinar del Hierro,"AVENIDA MARÍTIMA, 10",Menor de 20 apartamentos,Menor de 50 plazas,-17.98123916,27.640783745,esgjnzf7nz,205834.64,3060963.73
"588",APARTAMENTOS RESTINGA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38901",El Pinar del Hierro,"CALLE LOS SALTOS, 16",Menor de 20 apartamentos,Menor de 50 plazas,-17.98204917,27.641439713,esgjnzcz5c,205756.43,3061038.38
"589",HOTEL VILLA GOMERA,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38036",San Sebastián de La Gomera,"CALLE RUIZ DE PADRON, 68",Menor de 50 habitaciones,Menor de 100 plazas,-17.11244133,28.093210886,esgzfd5ng4,292452.08,3109330.13
"590",APARTAMENTOS ROCAMAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38901",El Pinar del Hierro,"AVENIDA MARÍTIMA, 20",Menor de 20 apartamentos,Menor de 50 plazas,-17.9819152,27.640586526,esgjnzcfp4,205767.37,3060943.48
"591",APARTAMENTOS LOS SALTOS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38901",El Pinar del Hierro,"AVENIDA MARÍTIMA, 3",Menor de 20 apartamentos,Menor de 50 plazas,-17.98223031,27.640548533,esgjnzc9ze,205736.16,3060940.02
"592",HOTEL SERVATUR CASABLANCA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"AVENIDA DE GRAN CANARIA, 24",De 50 a 149 habitaciones,De 100 a 349 plazas,-15.70573392,27.791831816,esuy4e77ju,430476.57,3074342.51
"593",HOTEL SANTA BARBARA GOLF Y OCEAN CLUB,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B3,Abona,ES709B33,Golf del Sur,"38035",San Miguel de Abona,"AVDA. DEL ATLÁNTICO S/N., URBANIZACIÓN GOLF DEL SUR",De 150 a 299 habitaciones,650 o más plazas,-16.60758237,28.024393916,esupqjdtzm,341962.39,3100946.48
"594",APARTAHOTEL HAPIMAG SAN AGUSTÍN,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,"35019",San Bartolomé de Tirajana,"CALLE LOS JAZMINES, 23. SAN AGUSTÍN.",De 50 a 149 habitaciones,De 100 a 349 plazas,-15.54038011,27.772300024,esuvyrgc6g,446756.75,3072096.29
"595",HOTEL ANFI EMERALD CLUB,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B13,Tauro - Playa El Cura,"35012",Mogán,C/ LUXEMBURGO Nº 4,De 50 a 149 habitaciones,650 o más plazas,,,,,
"596",APARTAMENTOS FUERTEVENTURA BEACH CLUB,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B11,Caleta de Fuste,"35003",Antigua,"C/ EL GRECO, S/N",80 o más apartamentos,De 120 a 259 plazas,-13.86857681,28.399323178,etn1s3vnn9,610835.57,3141959.26
"597",CLUB MONTE ANFI,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,"35012",Mogán,CALLE LA VERGA S/N,De 150 a 299 habitaciones,650 o más plazas,-15.69791908,27.773136728,esuvfzcn5z,431234.69,3072267.14
"598",HOTEL ALHAMBRA,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38026",La Orotava,"CALLE NICANDRO GONZALEZ BORGES, 19",Menor de 50 habitaciones,Menor de 100 plazas,-16.52354719,28.392572122,eth1xbxytr,350737.68,3141634.64
"599",GRAND HOTEL CALLAO,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B11,Callao Salvaje,"38001",Adeje,"PASEO JABLE, S/N",De 50 a 149 habitaciones,De 100 a 349 plazas,-16.77083191,28.133671746,eth043efe2,326087.18,3113277.54
"600",HOTEL BULL DORADO BEACH & SPA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,"35012",Mogán,"AVENIDA LOS CANARIOS , 1",De 150 a 299 habitaciones,De 350 a 649 plazas,-15.68408844,27.762431138,esuvgjgpyk,432590.85,3071073.56
"601",HOTEL MELIA HACIENDA DEL CONDE 5* GL,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38010",Buenavista del Norte,"CALLE LA FINCA, S/N",De 50 a 149 habitaciones,De 100 a 349 plazas,-16.85896871,28.369510087,eth12ke8me,317831.13,3139540.52
"602",HOTEL VIK CORAL BEACH,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Playa Blanca: Montaña Roja,"35034",Yaiza,CALLE AUSTRIA Nº 15,De 50 a 149 habitaciones,De 100 a 349 plazas,-13.87494585,28.862202159,etnhhq0wd2,609729.01,3193239.02
"603",HOTEL CORDIAL ROCA NEGRA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B9,Resto de Gran Canaria,ES705B9,Resto de Gran Canaria,"35001",Agaete,"AVENIDA ALFREDO KRAUS, 42",De 50 a 149 habitaciones,De 100 a 349 plazas,-15.70754715,28.106288521,esuzfsd4gx,430499.57,3109178.76
"604",APARTHOTEL MORASOL ATLANTICO,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B31,Costa Calma,"35015",Pájara,BAJA DE LOS ERIZOS Nº2,Menor de 50 habitaciones,Menor de 100 plazas,-14.22977484,28.154765458,etjbhjqjqh,575623.28,3114586.58
"605",HOTEL LA CASITA,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B11,Caleta de Fuste,"35003",Antigua,"CALLE ALCALDE FRANCISCO BERRIEL JORD , 8",Menor de 50 habitaciones,Menor de 100 plazas,-13.86122894,28.399636971,etn1s9fxcu,611555.1,3142000.81
"606",HOTEL SUITE VILLA MARIA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,AVENIDA DE LOS ACANTILADOS,De 50 a 149 habitaciones,De 100 a 349 plazas,-16.7499299,28.107237203,esupfug0d2,328098.14,3110318.68
"607",APARTAHOTEL ROYAL SUN RESORT,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B4,Isora,ES709B41,Los Gigantes,"38040",Santiago del Teide,"CALLE GERANIO, Nº 16",De 50 a 149 habitaciones,De 100 a 349 plazas,-16.83815,28.245229996,eth08vfu6s,319662.06,3125737.54
"608",GLORIA IZARO CLUB HOTEL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B21,Puerto del Carmen: Casco,"35028",Tías,"C/ SALINAS, 9",De 50 a 149 habitaciones,De 100 a 349 plazas,-13.672253,28.924783377,etnk8cs5j6,629422.19,3200377.68
"609",HOTEL BAOBAB SUITES,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"C/. ROQUES DEL SALMOR, Nº 5",De 50 a 149 habitaciones,De 350 a 649 plazas,-16.74063,28.095759999,esupg49vej,328993.66,3109033.83
"610",RESORT FUERTEVENTURA ORIGO MARE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B9,Resto de Fuerteventura,ES704B9,Resto de Fuerteventura,"35014",La Oliva,"CTRA. DE MAJANICHO, 100",300 o más habitaciones,650 o más plazas,-13.94819193,28.73085106,etn56w71rd,602713.42,3178620.04
"611",HOTEL APART. ALBATROS CLUB R.,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES708,Lanzarote,ES708B1,Costa Teguise,ES708B12,Costa Teguise: Litoral,"35024",Teguise,"AVENIDA JABLILLO, 7",De 150 a 299 habitaciones,650 o más plazas,-13.49231255,28.99592173,etnkuyx1qr,646863.47,3208470.59
"612",CLUB GRAN ANFI,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,"35012",Mogán,BARRANCO DE LA VERGA 4,De 150 a 299 habitaciones,De 350 a 649 plazas,,,,,
"613",HOTEL MELVA SUITE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B9,Resto de Gran Canaria,ES705B9,Resto de Gran Canaria,"35008",Firgas,"C/ GARDENIA, 16",Menor de 50 habitaciones,Menor de 100 plazas,-15.54724018,28.102908444,esuzy5yz71,446244.71,3108723.08
"614",HOTEL ROYAL PALM RESORT & SPA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B43,Morro Jable: Esquinzo - Butihondo,"35015",Pájara,AVDA. DE LOS PUEBLOS S/N,300 o más habitaciones,650 o más plazas,-14.3129131,28.06403211,esvzdkcsuf,567517.05,3104486.03
"615",HOTEL LAS PALMAS URBAN CENTER,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"C/ VALENCIA, 4",Menor de 50 habitaciones,Menor de 100 plazas,-15.43215773,28.129672728,etj00bfehx,457559.91,3111642.48
"616",HOTEL MC SAN AGUSTÍN,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38023",La Laguna,"CALLE SAN AGUSTÍN, Nº 12",Menor de 50 habitaciones,Menor de 100 plazas,-16.31422687,28.489244546,eth6hf23fu,371364.02,3152104.22
"617",HOTEL RADISSON BLU RESORT & SPA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B11,Puerto de Mogán,"35012",Mogán,AVDA. LOS MARREROS,300 o más habitaciones,650 o más plazas,-15.75764676,27.825872163,esuy33t9kn,425385.62,3078143.87
"618",HOTEL WAVIA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"CALLE PAJONALES, Nº 19",Menor de 50 habitaciones,Menor de 100 plazas,-15.43196672,28.149251024,etj00u6v30,457586.38,3113811.28
"619",HOTEL LA LAGUNA GRAN HOTEL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38023",La Laguna,"C/. NAVA Y GRIMÓN, Nº 18",De 50 a 149 habitaciones,De 100 a 349 plazas,-16.31332598,28.489131501,eth6hf2cpz,371452.07,3152090.73
"620",IDYLL SUITES,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B13,Tauro - Playa El Cura,"35012",Mogán,"C/ PETREL , 1",De 40 a 79 apartamentos,De 50 a 119 plazas,-15.73296668,27.800641893,esuy1uzw7r,427799.55,3075334.17
"621",KLAYMAN DIAMOND APARTHOTEL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES709,Tenerife,ES709B4,Isora,ES709B41,Los Gigantes,"38040",Santiago del Teide,"C/ TABAIBA, 5",De 20 a 39 apartamentos,De 50 a 119 plazas,-16.83873986,28.245352645,eth08vfmhg,319604.38,3125752.01
"622",HOTEL ROBINSON CLUB ESQUINZO PLAYA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B43,Morro Jable: Esquinzo - Butihondo,"35015",Pájara,BARRANCO DEL ESQUINZO,300 o más habitaciones,650 o más plazas,-14.30219292,28.076372419,esvzdx1kwz,568562.67,3105859.09
"623",HOTEL LAS CAÑADAS,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38032",El Rosario,"CARRETERA GENERAL LA ESPERANZA KM 7.5, NUMERO 73",Menor de 50 habitaciones,Menor de 100 plazas,-16.36930851,28.443046552,eth3g9bhz2,365913.78,3147045.72
"624",ROYAL HIDEAWAY CORALES RESORT,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"AVDA. VIRGEN DE GUADALUPE, 21",De 150 a 299 habitaciones,De 350 a 649 plazas,-16.75213,28.100208003,esupfg3rx4,327870.75,3109542.92
"625",HOTEL BOUTIQUE CASA MOZART,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B9,Resto de Gran Canaria,ES705B9,Resto de Gran Canaria,"35016",Las Palmas de Gran Canaria,"C/ MOZART, Nº 2",Menor de 50 habitaciones,Menor de 100 plazas,-15.43419922,28.127971371,etj00b91m1,457358.75,3111454.72
"626",HOTEL INNSIDE BY MELIA FUERTEVENTURA.,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B9,Resto de Fuerteventura,ES704B9,Resto de Fuerteventura,"35015",Pájara,"PLAYA BARCA, S/N.",De 50 a 149 habitaciones,De 100 a 349 plazas,-14.2454201,28.136845135,etjb5f4v18,574099.46,3112591.67
"627",DESIGN PLUS BEX HOTEL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"C/ LEÓN Y CASTILLO, Nº 330",De 50 a 149 habitaciones,De 100 a 349 plazas,-15.43053,28.138970041,etj00fec6s,457723.41,3112671.86
"628",HOTEL ISLA BAJA SUITES,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38015",Garachico,"C/. ESTEBAN DE PONTE, Nº 3",Menor de 50 habitaciones,Menor de 100 plazas,-16.76562304,28.372891012,eth16mpshd,326985.63,3139777.61
"629",HOTEL ARENA BEACH,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"C/. LA GOMERA, 5",De 50 a 149 habitaciones,De 100 a 349 plazas,-13.86250159,28.725593284,etn5kt3dsq,611087.57,3178114.35
"630",HOTEL SEVEN HOTEL AND WELLNESS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B33,Campo Internacional,"35019",San Bartolomé de Tirajana,"TOUROPERADOR MATKATALA,  Nº  2",Menor de 50 habitaciones,Menor de 100 plazas,-15.58864441,27.752186278,esuvvk0snq,441990.55,3069890.03
"631",HOTEL GF VICTORIA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"C/. FERNANDO LÓPEZ ARVELO, Nº 1",De 150 a 299 habitaciones,De 350 a 649 plazas,-16.739,28.091839997,esupg1gnc4,329147.61,3108597.18
"632",MARESIA CANTERAS URBAN HOTEL,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"C/ LEON TOLSTOI, 1",Menor de 50 habitaciones,Menor de 100 plazas,-15.43681,28.13642,etj00dp682,457105.72,3112391.57
"633",HOTEL ESCUELA SANTA BRIGIDA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B9,Resto de Gran Canaria,ES705B9,Resto de Gran Canaria,"35021",Santa Brígida,"CALLE REAL DE COELLO, 2",Menor de 50 habitaciones,Menor de 100 plazas,-15.47674515,28.045720706,esuzxcd4jt,453144.71,3102358.76
"634",HOTEL LAVA BEACH,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B23,Puerto del Carmen: Matagorda - Los Pocillos,"35028",Tías,"C/ MARTE, 6",De 150 a 299 habitaciones,De 100 a 349 plazas,-13.62624497,28.931059947,etnk9ftxtk,633899.21,3201124.32
"635",FANTASÍA BAHÍA PRÍNCIPE TENERIFE,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B3,Abona,ES709B33,Golf del Sur,"38035",San Miguel de Abona,"AVDA. JOSÉ MIGUEL GALVÁN BELLO, S/N",300 o más habitaciones,650 o más plazas,-16.606289,28.027067996,esupqn5tt2,342093.46,3101241.09
"636",HOTEL SILKEN SAAJ LAS PALMAS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"CALLE LEÓN Y CASTILLO, 329",De 50 a 149 habitaciones,De 100 a 349 plazas,-15.43012,28.131209996,etj00chhhj,457760.63,3111812.07
"637",HOTEL BOUTIQUE THE CATHEDRAL,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES705,Gran Canaria,ES705B9,Resto de Gran Canaria,ES705B9,Resto de Gran Canaria,"35016",Las Palmas de Gran Canaria,"C/ ESPÍRITU SANTO, 6",Menor de 50 habitaciones,Menor de 100 plazas,-15.41300276,28.100827637,esvpc78e5j,459430.19,3108440.52
"638",HOSTAL ALBACAR,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES705,Gran Canaria,ES705B9,Resto de Gran Canaria,ES705B9,Resto de Gran Canaria,"35026",Telde,"C/ PADRE CUETO, 4",Menor de 50 habitaciones,Menor de 100 plazas,-15.37700464,27.989588801,esvp4p6g1v,462928.24,3096106.31
"639",LAS TERRAZAS DE ABAMA,ALOJAMIENTOS,A5,5510_L6,Apartamentos,"5",5 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38019",Guía de Isora,"CARRETERA GENERAL DEL SUR, TF-47, KM 9",80 o más apartamentos,260 o más plazas,-16.79185925,28.169655212,eth03bhs1k,324080.57,3117295.08
"640",HOTEL CORDIAL VISTA  ACUARIO,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"C/ JUAN REJÓN, 42",Menor de 50 habitaciones,Menor de 100 plazas,-15.42687782,28.148942092,etj00uq7rx,458085.93,3113775.29
"641",HOTEL OLYMPIA,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"CALLE DOCTOR GRAU BASSAS, 1",Menor de 50 habitaciones,Menor de 100 plazas,-15.43561385,28.13743212,etj00f20kj,457223.58,3112503.27
"642",HOTEL SERVATUR WAIKIKI,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE GRAN CANARIA, 20",300 o más habitaciones,650 o más plazas,-15.57145248,27.763158104,esuvvwjhng,443690.45,3071097.44
